secret_column,known_columns,num_known_columns,base_prec,base_recall,attack_prec,attack_recall,alc,base_count,attack_count,base_ci,base_ci_low,base_ci_high,base_n,attack_ci,attack_ci_low,attack_ci_high,attack_n
NOC,"[""AGEP"", ""DPHY"", ""HOUSING_TYPE"", ""PINCP_DECILE"", ""POVPIP"", ""PWGTP"", ""SEX""]",7,0.7450980392156863,1.0,1.0,1.0,0.6274313657770378,51,51,0.23322513681861456,0.6113171816155625,0.844542318434177,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
INDP,"[""AGEP"", ""DPHY"", ""INDP_CAT"", ""NOC"", ""RAC1P"", ""SEX"", ""WGTP""]",7,0.7446808510638298,0.9215686274509803,1.0,0.9215686274509803,0.6276385372036153,51,51,0.2425502149536276,0.6049182446958253,0.8474684596494529,47,0.07555760416399637,0.9244423958360036,1.0,47
INDP,"[""AGEP"", ""DPHY"", ""INDP_CAT"", ""NOC"", ""RAC1P"", ""SEX"", ""WGTP""]",7,0.7,0.9803921568627451,1.0,0.9803921568627451,0.6499833158340129,51,51,0.2464679696357246,0.562496495355466,0.8089644649911906,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
INDP,"[""AGEP"", ""DPHY"", ""INDP_CAT"", ""NOC"", ""RAC1P"", ""SEX"", ""WGTP""]",7,0.6862745098039216,1.0,1.0,1.0,0.6568468081060308,51,51,0.2469932106516889,0.5497300046930566,0.7967232153447454,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
PUMA,"[""AGEP"", ""DPHY"", ""MSP"", ""NOC"", ""POVPIP"", ""PWGTP"", ""SEX""]",7,0.3617021276595745,0.9215686274509803,1.0,0.9215686274509803,0.8191403340883028,51,51,0.2649789021949074,0.23966213245714152,0.5046410346520489,47,0.07555760416399637,0.9244423958360036,1.0,47
PUMA,"[""AGEP"", ""DPHY"", ""MSP"", ""NOC"", ""POVPIP"", ""PWGTP"", ""SEX""]",7,0.3673469387755102,0.9607843137254902,1.0,0.9607843137254902,0.8163185368275179,51,51,0.2606775947052442,0.24665172968683144,0.5073293243920757,49,0.07269781922049645,0.9273021807795035,1.0,49
PUMA,"[""AGEP"", ""DPHY"", ""MSP"", ""NOC"", ""POVPIP"", ""PWGTP"", ""SEX""]",7,0.35294117647058826,1.0,0.9803921568627451,1.0,0.7985664820474165,51,51,0.25379453093973914,0.23634488451520858,0.4901394154549477,51,0.09957599462038891,0.8969543127385502,0.9965303073589391,51
INDP_CAT,"[""AGEP"", ""DREM"", ""DVET"", ""EDU"", ""NOC"", ""PWGTP"", ""RAC1P""]",7,0.3695652173913043,0.9019607843137255,1.0,0.9019607843137255,0.8152079020223129,51,51,0.26876148985770665,0.24523754590839628,0.513999035766103,46,0.07707356308558055,0.9229264369144197,1.0000000000000002,46
INDP_CAT,"[""AGEP"", ""DREM"", ""DVET"", ""EDU"", ""NOC"", ""PWGTP"", ""RAC1P""]",7,0.3541666666666667,0.9411764705882353,1.0,0.9411764705882353,0.822908611981092,51,51,0.26127298864052056,0.23433644125604852,0.4956094298965691,48,0.07410012966611734,0.9258998703338824,0.9999999999999998,48
INDP_CAT,"[""AGEP"", ""DREM"", ""DVET"", ""EDU"", ""NOC"", ""PWGTP"", ""RAC1P""]",7,0.35294117647058826,1.0,0.9607843137254902,1.0,0.7736112794834349,51,51,0.25379453093973914,0.23634488451520858,0.4901394154549477,51,0.12134197320075546,0.8678369434463774,0.9891789166471329,51
DEYE,"[""AGEP"", ""DREM"", ""DVET"", ""HOUSING_TYPE"", ""INDP_CAT"", ""POVPIP"", ""PWGTP""]",7,0.08333333333333333,1.0,1.0,1.0,0.9583278788473822,24,24,0.2353292066350635,0.023158815297043313,0.2584880219321068,24,0.13797620467498017,0.8620237953250198,1.0,24
MSP,"[""AGEP"", ""DREM"", ""DVET"", ""NOC"", ""PINCP"", ""PUMA"", ""PWGTP""]",7,0.76,0.9803921568627451,1.0,0.9803921568627451,0.6199791456373398,51,51,0.231152923609512,0.6258731624205708,0.8570260860300828,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
MSP,"[""AGEP"", ""DREM"", ""DVET"", ""NOC"", ""PINCP"", ""PUMA"", ""PWGTP""]",7,0.7450980392156863,1.0,1.0,1.0,0.6274313657770378,51,51,0.23322513681861456,0.6113171816155625,0.844542318434177,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
INDP_CAT,"[""AGEP"", ""DREM"", ""EDU"", ""HOUSING_TYPE"", ""NPF"", ""SEX"", ""WGTP""]",7,0.42857142857142855,0.9607843137254902,1.0,0.9607843137254902,0.785705440753548,51,51,0.2670618783110104,0.3002331907888159,0.5672950690998263,49,0.07269781922049645,0.9273021807795035,1.0,49
INDP_CAT,"[""AGEP"", ""DREM"", ""EDU"", ""HOUSING_TYPE"", ""NPF"", ""SEX"", ""WGTP""]",7,0.42,0.9803921568627451,1.0,0.9803921568627451,0.7899913680088051,51,51,0.2639155487670979,0.2937500335471198,0.5576655823142177,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
INDP_CAT,"[""AGEP"", ""DREM"", ""EDU"", ""HOUSING_TYPE"", ""NPF"", ""SEX"", ""WGTP""]",7,0.4117647058823529,1.0,0.9803921568627451,1.0,0.7676388422965437,51,51,0.2608026758904749,0.2875439520458094,0.5483466279362843,51,0.09957599462038891,0.8969543127385502,0.9965303073589391,51
PUMA,"[""AGEP"", ""DREM"", ""EDU"", ""NPF"", ""OWN_RENT"", ""PINCP"", ""PWGTP""]",7,0.3877551020408163,0.9607843137254902,1.0,0.9607843137254902,0.8061141904399837,51,51,0.26324988844743885,0.26429011711735667,0.5275400055647955,49,0.07269781922049645,0.9273021807795035,1.0,49
PUMA,"[""AGEP"", ""DREM"", ""EDU"", ""NPF"", ""OWN_RENT"", ""PINCP"", ""PWGTP""]",7,0.37254901960784315,1.0,1.0,1.0,0.8137175215730783,51,51,0.25654267064884695,0.25320519466264424,0.5097478653114912,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
DEAR,"[""AGEP"", ""DREM"", ""HISP"", ""HOUSING_TYPE"", ""INDP_CAT"", ""NOC"", ""WGTP""]",7,0.08823529411764706,0.85,1.0,0.85,0.955871351760294,40,40,0.19913892195344013,0.03046594367464854,0.22960486562808866,34,0.10151455415332378,0.898485445846676,0.9999999999999998,34
DEAR,"[""AGEP"", ""DREM"", ""HISP"", ""HOUSING_TYPE"", ""INDP_CAT"", ""NOC"", ""WGTP""]",7,0.13513513513513514,0.925,1.0,0.925,0.932426038374246,40,40,0.22064117358277774,0.05913294425732018,0.2797741178400979,37,0.09405782583720246,0.9059421741627975,1.0,37
DEAR,"[""AGEP"", ""DREM"", ""HISP"", ""HOUSING_TYPE"", ""INDP_CAT"", ""NOC"", ""WGTP""]",7,0.125,1.0,1.0,1.0,0.937494285779591,40,40,0.20652619587905696,0.05459500250945403,0.261121198388511,40,0.08762160119728679,0.9123783988027134,1.0000000000000002,40
PWGTP__discretized,"[""AGEP"", ""DREM"", ""HISP"", ""HOUSING_TYPE"", ""INDP_CAT"", ""NOC"", ""WGTP""]",7,0.8695652173913043,0.9019607843137255,1.0,0.9019607843137255,0.5651735800207218,51,51,0.19548017417037888,0.74334142220927,0.9388215963796489,46,0.07707356308558055,0.9229264369144197,1.0000000000000002,46
PWGTP__discretized,"[""AGEP"", ""DREM"", ""HISP"", ""HOUSING_TYPE"", ""INDP_CAT"", ""NOC"", ""WGTP""]",7,0.86,0.9803921568627451,1.0,0.9803921568627451,0.5699642520777901,51,51,0.19235360283569247,0.7381380628941446,0.9304916657298371,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
PWGTP__discretized,"[""AGEP"", ""DREM"", ""HISP"", ""HOUSING_TYPE"", ""INDP_CAT"", ""NOC"", ""WGTP""]",7,0.8431372549019608,1.0,0.9803921568627451,1.0,0.5060995621333058,51,51,0.19841223552939058,0.7198955322701224,0.918307767799513,51,0.09957599462038891,0.8969543127385502,0.9965303073589391,51
INDP_CAT,"[""AGEP"", ""DREM"", ""HISP"", ""HOUSING_TYPE"", ""PWGTP"", ""RAC1P"", ""WGTP""]",7,0.4782608695652174,0.9019607843137255,1.0,0.9019607843137255,0.7608582677990332,51,51,0.27737897493150293,0.3412468943404568,0.6186258692719597,46,0.07707356308558055,0.9229264369144197,1.0000000000000002,46
INDP_CAT,"[""AGEP"", ""DREM"", ""HISP"", ""HOUSING_TYPE"", ""PWGTP"", ""RAC1P"", ""WGTP""]",7,0.46808510638297873,0.9215686274509803,1.0,0.9215686274509803,0.7659472059558378,51,51,0.27435929703244444,0.33331687076560745,0.6076761677980519,47,0.07555760416399637,0.9244423958360036,1.0,47
INDP_CAT,"[""AGEP"", ""DREM"", ""HISP"", ""HOUSING_TYPE"", ""PWGTP"", ""RAC1P"", ""WGTP""]",7,0.46,0.9803921568627451,0.96,0.9803921568627451,0.712954378727946,51,51,0.2663147640861818,0.3296965219222435,0.5960112860084253,50,0.1235620225474503,0.8653990931249298,0.9889611156723801,50
INDP_CAT,"[""AGEP"", ""DREM"", ""HISP"", ""HOUSING_TYPE"", ""PWGTP"", ""RAC1P"", ""WGTP""]",7,0.45098039215686275,1.0,0.9411764705882353,1.0,0.6915184794148111,51,51,0.2634777290025719,0.32267518549374014,0.586152914496312,51,0.13903962106553946,0.8407537395119957,0.9797933605775352,51
MSP,"[""AGEP"", ""DREM"", ""HISP"", ""INDP"", ""OWN_RENT"", ""PINCP"", ""PWGTP""]",7,0.6326530612244898,0.9607843137254902,1.0,0.9607843137254902,0.683659732063528,51,51,0.26067759470524426,0.49267067560792427,0.7533482703131685,49,0.07269781922049645,0.9273021807795035,1.0,49
MSP,"[""AGEP"", ""DREM"", ""HISP"", ""INDP"", ""OWN_RENT"", ""PINCP"", ""PWGTP""]",7,0.62,0.9803921568627451,1.0,0.9803921568627451,0.6899868274860749,51,51,0.2598676375881343,0.4815044693099298,0.7413721068980641,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
MSP,"[""AGEP"", ""DREM"", ""HISP"", ""INDP"", ""OWN_RENT"", ""PINCP"", ""PWGTP""]",7,0.6078431372549019,1.0,1.0,1.0,0.6960656816976657,51,51,0.25887500034291844,0.4708515898394834,0.7297265901824018,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
DEYE,"[""AGEP"", ""DREM"", ""HISP"", ""INDP_CAT"", ""NPF"", ""PINCP"", ""PWGTP""]",7,0.0,1.0,1.0,1.0,0.9999950000499995,24,24,0.1379762046749802,1.1962983316807505e-17,0.1379762046749802,24,0.13797620467498017,0.8620237953250198,1.0,24
PUMA,"[""AGEP"", ""DREM"", ""HOUSING_TYPE"", ""INDP"", ""PINCP_DECILE"", ""PWGTP"", ""RAC1P""]",7,0.3125,0.9411764705882353,1.0,0.9411764705882353,0.8437424219475168,51,51,0.25387387969303776,0.19945683446587817,0.4533307141589159,48,0.07410012966611734,0.9258998703338824,0.9999999999999998,48
PUMA,"[""AGEP"", ""DREM"", ""HOUSING_TYPE"", ""INDP"", ""PINCP_DECILE"", ""PWGTP"", ""RAC1P""]",7,0.32653061224489793,0.9607843137254902,1.0,0.9607843137254902,0.8367271813140259,51,51,0.25413297683617986,0.21207497001811862,0.46620794685429845,49,0.07269781922049645,0.9273021807795035,1.0,49
PUMA,"[""AGEP"", ""DREM"", ""HOUSING_TYPE"", ""INDP"", ""PINCP_DECILE"", ""PWGTP"", ""RAC1P""]",7,0.34,0.9803921568627451,0.98,0.9803921568627451,0.8048411282889465,51,51,0.2540922472726731,0.2243694922250009,0.478461739497674,50,0.10141517662473187,0.895045564103622,0.9964607407283539,50
PUMA,"[""AGEP"", ""DREM"", ""HOUSING_TYPE"", ""INDP"", ""PINCP_DECILE"", ""PWGTP"", ""RAC1P""]",7,0.35294117647058826,1.0,0.9803921568627451,1.0,0.7985664820474165,51,51,0.25379453093973914,0.23634488451520858,0.4901394154549477,51,0.09957599462038891,0.8969543127385502,0.9965303073589391,51
INDP,"[""AGEP"", ""DREM"", ""HOUSING_TYPE"", ""PINCP_DECILE"", ""POVPIP"", ""SEX"", ""WGTP""]",7,0.45652173913043476,0.9019607843137255,1.0,0.9019607843137255,0.7717282549481592,51,51,0.27665085157914143,0.3215473378228458,0.5981981894019872,46,0.07707356308558055,0.9229264369144197,1.0000000000000002,46
INDP,"[""AGEP"", ""DREM"", ""HOUSING_TYPE"", ""PINCP_DECILE"", ""POVPIP"", ""SEX"", ""WGTP""]",7,0.42857142857142855,0.9607843137254902,1.0,0.9607843137254902,0.785705440753548,51,51,0.2670618783110104,0.3002331907888159,0.5672950690998263,49,0.07269781922049645,0.9273021807795035,1.0,49
INDP,"[""AGEP"", ""DREM"", ""HOUSING_TYPE"", ""PINCP_DECILE"", ""POVPIP"", ""SEX"", ""WGTP""]",7,0.4117647058823529,1.0,0.9607843137254902,1.0,0.7411685373897663,51,51,0.2608026758904749,0.2875439520458094,0.5483466279362843,51,0.12134197320075546,0.8678369434463774,0.9891789166471329,51
PUMA,"[""AGEP"", ""DREM"", ""INDP"", ""INDP_CAT"", ""PWGTP"", ""SEX"", ""WGTP""]",7,0.3333333333333333,1.0,1.0,1.0,0.8333258334458316,51,51,0.2506169028944068,0.21969931853588515,0.47031622143029195,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
PUMA,"[""AGEP"", ""DREM"", ""INDP"", ""MSP"", ""NPF"", ""RAC1P"", ""WGTP""]",7,0.45454545454545453,0.8627450980392157,1.0,0.8627450980392157,0.7727132077027827,51,51,0.28228582658817125,0.31705234142220895,0.5993381680103802,44,0.08029560375848066,0.9197043962415193,1.0,44
PUMA,"[""AGEP"", ""DREM"", ""INDP"", ""MSP"", ""NPF"", ""RAC1P"", ""WGTP""]",7,0.42857142857142855,0.9607843137254902,1.0,0.9607843137254902,0.785705440753548,51,51,0.2670618783110104,0.3002331907888159,0.5672950690998263,49,0.07269781922049645,0.9273021807795035,1.0,49
PUMA,"[""AGEP"", ""DREM"", ""INDP"", ""MSP"", ""NPF"", ""RAC1P"", ""WGTP""]",7,0.42,0.9803921568627451,0.98,0.9803921568627451,0.7627502863533291,51,51,0.2639155487670979,0.2937500335471198,0.5576655823142177,50,0.10141517662473187,0.895045564103622,0.9964607407283539,50
PUMA,"[""AGEP"", ""DREM"", ""INDP"", ""MSP"", ""NPF"", ""RAC1P"", ""WGTP""]",7,0.4117647058823529,1.0,0.9803921568627451,1.0,0.7676388422965437,51,51,0.2608026758904749,0.2875439520458094,0.5483466279362843,51,0.09957599462038891,0.8969543127385502,0.9965303073589391,51
DVET,"[""AGEP"", ""DREM"", ""INDP"", ""MSP"", ""PINCP"", ""SEX"", ""WGTP""]",7,0.09090909090909091,1.0,1.0,1.0,0.9545399546059539,11,11,0.3611262635657108,0.01623217288588484,0.37735843645159567,11,0.25883296696803193,0.7411670330319683,1.0000000000000002,11
SEX,"[""AGEP"", ""DREM"", ""INDP_CAT"", ""OWN_RENT"", ""PUMA"", ""PWGTP"", ""WGTP""]",7,0.5686274509803921,1.0,1.0,1.0,0.715674683869405,51,51,0.2623346178278821,0.43265302109302245,0.6949876389209045,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
DEYE,"[""AGEP"", ""DVET"", ""EDU"", ""INDP"", ""NOC"", ""PWGTP"", ""RAC1P""]",7,0.041666666666666664,1.0,1.0,1.0,0.9791614493298041,24,24,0.1950246086210536,0.0073934561655057815,0.20241806478655938,24,0.13797620467498017,0.8620237953250198,1.0,24
DENSITY,"[""AGEP"", ""DVET"", ""EDU"", ""NOC"", ""NPF"", ""PINCP_DECILE"", ""WGTP""]",7,0.3877551020408163,0.9607843137254902,1.0,0.9607843137254902,0.8061141904399837,51,51,0.26324988844743885,0.26429011711735667,0.5275400055647955,49,0.07269781922049645,0.9273021807795035,1.0,49
DENSITY,"[""AGEP"", ""DVET"", ""EDU"", ""NOC"", ""NPF"", ""PINCP_DECILE"", ""WGTP""]",7,0.38,0.9803921568627451,1.0,0.9803921568627451,0.8099919245177404,51,51,0.2598676375881342,0.25862789310193596,0.5184955306900701,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
DENSITY,"[""AGEP"", ""DVET"", ""EDU"", ""NOC"", ""NPF"", ""PINCP_DECILE"", ""WGTP""]",7,0.37254901960784315,1.0,1.0,1.0,0.8137175215730783,51,51,0.25654267064884695,0.25320519466264424,0.5097478653114912,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
NOC,"[""AGEP"", ""DVET"", ""HISP"", ""INDP"", ""OWN_RENT"", ""POVPIP"", ""WGTP""]",7,0.6530612244897959,0.9607843137254902,1.0,0.9607843137254902,0.6734548440979858,51,51,0.25764412878488296,0.5131119428697273,0.7707560716546102,49,0.07269781922049645,0.9273021807795035,1.0,49
NOC,"[""AGEP"", ""DVET"", ""HISP"", ""INDP"", ""OWN_RENT"", ""POVPIP"", ""WGTP""]",7,0.64,0.9803921568627451,1.0,0.9803921568627451,0.6799860959043914,51,51,0.25720233472040566,0.501410168761127,0.7586125034815326,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
NOC,"[""AGEP"", ""DVET"", ""HISP"", ""INDP"", ""OWN_RENT"", ""POVPIP"", ""WGTP""]",7,0.6274509803921569,1.0,1.0,1.0,0.6862610891115295,51,51,0.256542670648847,0.49025213468850876,0.7467948053373558,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
PWGTP__discretized,"[""AGEP"", ""DVET"", ""HISP"", ""INDP"", ""PINCP"", ""RAC1P"", ""WGTP""]",7,0.7,0.9803921568627451,1.0,0.9803921568627451,0.6499833158340129,51,51,0.2464679696357246,0.562496495355466,0.8089644649911906,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
PWGTP__discretized,"[""AGEP"", ""DVET"", ""HISP"", ""INDP"", ""PINCP"", ""RAC1P"", ""WGTP""]",7,0.7058823529411765,1.0,1.0,1.0,0.647041824107392,51,51,0.2429034915555094,0.5700092442431359,0.8129127357986453,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
RAC1P,"[""AGEP"", ""DVET"", ""HISP"", ""NOC"", ""PINCP_DECILE"", ""SEX"", ""WGTP""]",7,0.04,0.9803921568627451,1.0,0.9803921568627451,0.9799947817737227,51,51,0.1235620225474504,0.011038884327619809,0.1346009068750702,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
RAC1P,"[""AGEP"", ""DVET"", ""HISP"", ""NOC"", ""PINCP_DECILE"", ""SEX"", ""WGTP""]",7,0.058823529411764705,1.0,1.0,1.0,0.9705829228505622,51,51,0.1390396210655396,0.020206639422464676,0.15924626048800428,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
WGTP__discretized,"[""AGEP"", ""DVET"", ""INDP"", ""INDP_CAT"", ""NOC"", ""PINCP"", ""PWGTP""]",7,0.8163265306122449,0.9607843137254902,1.0,0.9607843137254902,0.5918092833755091,51,51,0.21381261540829555,0.6864239739710013,0.9002365893792968,49,0.07269781922049645,0.9273021807795035,1.0,49
WGTP__discretized,"[""AGEP"", ""DVET"", ""INDP"", ""INDP_CAT"", ""NOC"", ""PINCP"", ""PWGTP""]",7,0.8,0.9803921568627451,1.0,0.9803921568627451,0.599974975410851,51,51,0.21793355916449308,0.6696289406777459,0.887562499842239,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
WGTP__discretized,"[""AGEP"", ""DVET"", ""INDP"", ""INDP_CAT"", ""NOC"", ""PINCP"", ""PWGTP""]",7,0.7843137254901961,1.0,1.0,1.0,0.6078199565114635,51,51,0.22132421177764672,0.6537364041400255,0.8750606159176723,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
DREM,"[""AGEP"", ""DVET"", ""INDP"", ""NPF"", ""PWGTP"", ""RAC1P"", ""SEX""]",7,0.5416666666666666,0.9411764705882353,1.0,0.9411764705882353,0.7291553813642471,51,51,0.27133683161482736,0.4029107454564981,0.6742475770713254,48,0.07410012966611734,0.9258998703338824,0.9999999999999998,48
DREM,"[""AGEP"", ""DVET"", ""INDP"", ""NPF"", ""PWGTP"", ""RAC1P"", ""SEX""]",7,0.5490196078431373,1.0,1.0,1.0,0.7254791093677453,51,51,0.26347772900257166,0.41384708550368815,0.6773248145062598,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
POVPIP,"[""AGEP"", ""DVET"", ""INDP_CAT"", ""NPF"", ""RAC1P"", ""WGTP""]",6,0.6875,0.9411764705882353,1.0,0.9411764705882353,0.6562334996883541,51,51,0.25387387969303776,0.5466692858410841,0.8005431655341219,48,0.07410012966611734,0.9258998703338824,0.9999999999999998,48
POVPIP,"[""AGEP"", ""DVET"", ""INDP_CAT"", ""NPF"", ""RAC1P"", ""WGTP""]",6,0.66,0.9803921568627451,1.0,0.9803921568627451,0.6699852782451159,51,51,0.2540922472726731,0.5215382605023261,0.7756305077749992,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
POVPIP,"[""AGEP"", ""DVET"", ""INDP_CAT"", ""NPF"", ""RAC1P"", ""WGTP""]",6,0.6470588235294118,1.0,0.9803921568627451,1.0,0.6388755096383378,51,51,0.25379453093973925,0.5098605845450522,0.7636551154847915,51,0.09957599462038891,0.8969543127385502,0.9965303073589391,51
DPHY,"[""AGEP"", ""DVET"", ""MSP"", ""PINCP"", ""PINCP_DECILE"", ""POVPIP"", ""PWGTP""]",7,0.673469387755102,0.9607843137254902,1.0,0.9607843137254902,0.6632498552394248,51,51,0.25413297683617986,0.5337920531457013,0.7879250299818812,49,0.07269781922049645,0.9273021807795035,1.0,49
DPHY,"[""AGEP"", ""DVET"", ""MSP"", ""PINCP"", ""PINCP_DECILE"", ""POVPIP"", ""PWGTP""]",7,0.6862745098039216,1.0,1.0,1.0,0.6568468081060308,51,51,0.2469932106516889,0.5497300046930566,0.7967232153447454,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
DPHY,"[""AGEP"", ""EDU"", ""HISP"", ""HOUSING_TYPE"", ""NOC"", ""PUMA"", ""WGTP""]",7,0.5106382978723404,0.9215686274509803,1.0,0.9215686274509803,0.7446697506887094,51,51,0.27481991218090995,0.37242453748226845,0.6472444496631784,47,0.07555760416399637,0.9244423958360036,1.0,47
DPHY,"[""AGEP"", ""EDU"", ""HISP"", ""HOUSING_TYPE"", ""NOC"", ""PUMA"", ""WGTP""]",7,0.52,0.9803921568627451,1.0,0.9803921568627451,0.7399895708122233,51,51,0.26691119823377346,0.38511744890044614,0.6520286471342196,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
DPHY,"[""AGEP"", ""EDU"", ""HISP"", ""HOUSING_TYPE"", ""NOC"", ""PUMA"", ""WGTP""]",7,0.5098039215686274,1.0,1.0,1.0,0.745087839423762,51,51,0.26461590211059555,0.376809238945697,0.6414251410562926,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
POVPIP,"[""AGEP"", ""EDU"", ""HISP"", ""HOUSING_TYPE"", ""NOC"", ""PUMA"", ""WGTP""]",7,0.6530612244897959,0.9607843137254902,1.0,0.9607843137254902,0.6734548440979858,51,51,0.25764412878488296,0.5131119428697273,0.7707560716546102,49,0.07269781922049645,0.9273021807795035,1.0,49
POVPIP,"[""AGEP"", ""EDU"", ""HISP"", ""HOUSING_TYPE"", ""NOC"", ""PUMA"", ""WGTP""]",7,0.6274509803921569,1.0,1.0,1.0,0.6862610891115295,51,51,0.256542670648847,0.49025213468850876,0.7467948053373558,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
DEAR,"[""AGEP"", ""EDU"", ""INDP"", ""MSP"", ""NPF"", ""POVPIP"", ""PWGTP""]",7,0.05,1.0,1.0,1.0,0.9749947368975063,40,40,0.15121810630526125,0.013820667386148353,0.1650387736914096,40,0.08762160119728679,0.9123783988027134,1.0000000000000002,40
POVPIP,"[""AGEP"", ""EDU"", ""INDP"", ""NPF"", ""OWN_RENT"", ""PWGTP"", ""SEX""]",7,0.6078431372549019,1.0,1.0,1.0,0.6960656816976657,51,51,0.25887500034291844,0.4708515898394834,0.7297265901824018,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
DPHY,"[""AGEP"", ""EDU"", ""INDP"", ""OWN_RENT"", ""PINCP"", ""POVPIP"", ""PWGTP""]",7,0.68,0.9803921568627451,1.0,0.9803921568627451,0.6599843583692047,51,51,0.2505208104748723,0.5418970269185593,0.7924178373934316,50,0.07134759913335886,0.9286524008666414,1.0000000000000002,50
DPHY,"[""AGEP"", ""EDU"", ""INDP"", ""OWN_RENT"", ""PINCP"", ""POVPIP"", ""PWGTP""]",7,0.6862745098039216,1.0,1.0,1.0,0.6568468081060308,51,51,0.2469932106516889,0.5497300046930566,0.7967232153447454,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
DENSITY,"[""AGEP"", ""EDU"", ""INDP"", ""PINCP_DECILE"", ""POVPIP"", ""PWGTP"", ""SEX""]",7,0.3333333333333333,1.0,1.0,1.0,0.8333258334458316,51,51,0.2506169028944068,0.21969931853588515,0.47031622143029195,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
HOUSING_TYPE,"[""AGEP"", ""EDU"", ""NOC"", ""NPF"", ""OWN_RENT"", ""PUMA"", ""PWGTP""]",7,0.8666666666666667,1.0,1.0,1.0,0.5666291694789555,15,15,0.34145856922015827,0.6211801716767764,0.9626387408969347,15,0.20388330103584884,0.7961166989641514,1.0000000000000002,15
OWN_RENT,"[""AGEP"", ""HISP"", ""HOUSING_TYPE"", ""NPF"", ""PINCP"", ""PINCP_DECILE"", ""WGTP""]",7,0.3333333333333333,0.9411764705882353,1.0,0.9411764705882353,0.8333255245044124,51,51,0.25783109599233445,0.21676780694818568,0.4745989029405201,48,0.07410012966611734,0.9258998703338824,0.9999999999999998,48
OWN_RENT,"[""AGEP"", ""HISP"", ""HOUSING_TYPE"", ""NPF"", ""PINCP"", ""PINCP_DECILE"", ""WGTP""]",7,0.3137254901960784,1.0,1.0,1.0,0.8431299692938368,51,51,0.24699321065168894,0.2032767846552545,0.45026999530694345,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
PWGTP__discretized,"[""AGEP"", ""HISP"", ""INDP"", ""MSP"", ""OWN_RENT"", ""SEX"", ""WGTP""]",7,0.6274509803921569,1.0,1.0,1.0,0.6862610891115295,51,51,0.256542670648847,0.49025213468850876,0.7467948053373558,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
EDU,"[""AGEP"", ""HISP"", ""INDP_CAT"", ""MSP"", ""NOC"", ""PUMA"", ""PWGTP""]",7,0.45098039215686275,1.0,1.0,1.0,0.7745006969445885,51,51,0.2634777290025719,0.32267518549374014,0.586152914496312,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
DEYE,"[""AGEP"", ""HISP"", ""PINCP"", ""PINCP_DECILE"", ""PUMA"", ""RAC1P"", ""WGTP""]",7,0.08333333333333333,1.0,1.0,1.0,0.9583278788473822,24,24,0.2353292066350635,0.023158815297043313,0.2584880219321068,24,0.13797620467498017,0.8620237953250198,1.0,24
NPF,"[""AGEP"", ""HOUSING_TYPE"", ""INDP"", ""INDP_CAT"", ""POVPIP"", ""PUMA"", ""PWGTP""]",7,0.43137254901960786,1.0,1.0,1.0,0.7843049325413823,51,51,0.26233461782788203,0.30501236107909546,0.5673469789069775,51,0.07004661989853167,0.9299533801014686,1.0000000000000002,51
DEAR,"[""AGEP"", ""HOUSING_TYPE"", ""INDP"", ""NPF"", ""OWN_RENT"", ""PWGTP"", ""SEX""]",7,0.125,1.0,1.0,1.0,0.937494285779591,40,40,0.20652619587905696,0.05459500250945403,0.261121198388511,40,0.08762160119728679,0.9123783988027134,1.0000000000000002,40
